# range:[-5, +5]
2.841396502977844740e+00,3.483406828293384994e-01
2.762075486337740582e+00,5.717215972049791706e-01
-2.926257630322310455e+00,-2.546422478743914031e+00
3.166405318647063982e+00,5.529028169929169900e-01
-2.396353579456230509e+00,-2.143121383479521302e+00
-2.377445478582520533e+00,-2.816404275550033809e+00
-2.137170993938230179e+00,-2.057891694998376320e+00
3.008410759024882530e+00,4.015365991294834180e-01
8.107597579397611831e-01,-2.128120253684711860e-01
3.122614678745867955e+00,5.286859630481252070e-01
-1.585484320329381358e+00,-2.032372945374792739e+00
2.925483000463335426e+00,2.683128401854336098e-01
2.748394536129093346e+00,3.559635472629090747e-01
-1.301987294271143680e+00,-1.990224520108225592e+00
2.749089574017104631e+00,2.989903779159784891e-01
2.830164065797291961e+00,2.832048468701079402e-01
-1.097786204672296373e+00,-2.000728960798410672e+00
-2.055803938512583251e+00,-2.361897569972308375e+00
-7.932145039447483503e-01,1.749346847376154201e+00
3.174831729222691301e+00,5.719961259083636840e-01
3.011144927681334682e+00,-1.227478019738614291e-02
-2.058299445977063602e+00,-1.856530781632846461e+00
2.943315115954114880e+00,-4.803898104574066269e-02
2.960794730093100569e+00,4.703895730114311391e-01
7.009889533648243631e-01,-5.157438104634819442e-01
2.892946094885768371e+00,4.005814508510879834e-01
-2.507977259855894925e+00,-3.039279393623282477e+00
6.445998611433516601e-01,-1.546762923241716825e+00
-2.445625922444834455e+00,-2.360596879032161421e+00
1.165167741066771789e+00,3.648257209089666442e-01
-1.407063829497813723e+00,1.605400648152597975e+00
-2.656343110558709419e+00,-2.823850167688162216e+00
5.525119419363036521e-02,-1.406308870025428481e+00
2.343623402989766513e-01,-1.735797944460421238e+00
3.108330921387854939e+00,3.956894709062609428e-01
2.888098634735835724e+00,6.097548326857606948e-01
-2.582641750645711554e+00,-2.310620471624490690e+00
3.191342719080889179e+00,5.781669793576315053e-01
3.075181292164908875e+00,4.323466684852406844e-02
-2.056951161444702691e+00,-2.329942330998987732e+00
-1.888086202976364758e+00,-3.102818173271025159e+00
-1.297427551443282479e+00,-1.923142965567541607e+00
3.440214084833069119e+00,6.706096406223348572e-01
-2.425393504519710142e+00,-1.992492902799840149e+00
2.871595722469699297e+00,2.437903260007133390e-03
3.364190824038355565e+00,3.513265046910911127e-01
2.913067841469622277e+00,7.467619399043849970e-01
3.099233433503276736e+00,2.439668410504324814e-01
2.780988658701171623e+00,3.370031917980828018e-01
3.208759654906275571e+00,5.446380526580012205e-02
-2.127032983162420177e+00,-2.275922160469213917e+00
2.864675614821019956e+00,3.641488245511039223e-01
2.952505108984107896e+00,-4.196231706880110962e-02
5.788774595625439945e-01,7.209787081326382019e-01
-1.391204233939948853e+00,-1.913503628702171611e+00
-2.722999063944253173e+00,-2.557602664493033640e+00
-1.178312846195605390e+00,1.446414523499864435e+00
3.020390034532838275e+00,4.429756739132368892e-01
3.023065346375623186e+00,6.479542951706884768e-01
2.956850533329296482e+00,6.470872347451942508e-01
2.335224637062278952e-01,4.612785769184647999e-01
3.107479921962237768e+00,1.582628998323886149e-01
-2.207997388050606080e+00,-3.151448529531660991e+00
2.890122581236066690e+00,4.980737077692476422e-01
-2.574720256844943655e+00,-2.043235688299199548e+00
-4.522728538058801151e-01,-9.568533218115270467e-01
1.103203164147157134e+00,1.712936554864018968e+00
-1.200782006401629687e+00,8.518721111301741367e-01
-3.045151296454031709e+00,-2.458144153425688927e+00
2.874555687118413250e+00,3.088541246637517834e-01
-1.489425010290522655e+00,-1.908243331194979131e+00
2.722042810731516660e+00,5.067356927435088254e-01
-1.792671400032880280e+00,3.724290643046230254e-01
3.275644561984456526e+00,3.767673801975656711e-01
2.979396512371789374e+00,2.676050111479830740e-01
-2.686100293298322672e+00,-2.729002193592627190e+00
9.168764067369449267e-01,1.980149121520631203e-02
2.073471197866846527e+00,4.097384859182814365e-01
1.873562823480736661e+00,2.281424364905419999e+00
3.038030004812772855e+00,6.691773652913871606e-01
9.699393259882178597e-01,-9.139439076684054974e-01
-5.866092554283515170e-01,-2.950507369537800906e-01
5.489030878458872609e-01,3.135561517997219605e-01
-1.444840005165145991e+00,3.251338231925290367e-01
-3.759786580826218194e-01,2.551418410750814214e+00
2.853930039011145947e+00,2.585202252969325820e-01
-1.995963321826114134e+00,-3.245582330512088109e+00
2.821796100285391518e+00,1.280089155529880174e-01
3.660393583815453322e-01,-1.240369671461865608e-01
-1.796818637588546652e+00,-3.140017595193213218e+00
-2.839950273074215437e-01,-2.745504340299861207e-02
-6.097591396105841444e-01,2.126928679243420106e+00
3.043632509506626338e+00,6.973371815285326347e-01
2.978829242127638555e+00,5.874495311201068937e-01
-1.576163966781861658e+00,-3.036529952566448642e+00
4.261672573746826398e-01,9.437856995910868241e-01
3.038610709134045518e+00,4.096783884190864367e-01
2.880728516209525303e+00,7.225090470909363294e-01
-2.556113429015261507e-01,-6.228993320369955455e-01
3.206657164366252477e+00,2.452605103004787124e-01
1.229970022158309195e+00,4.717281007745804389e-01
-2.242479013598063897e+00,-2.631886325910502311e+00
-2.117055972025219557e+00,-2.719599432499774760e+00
-1.143522540480139238e+00,2.897203097342106459e-01
3.083917415710464738e+00,-1.132541844675968683e-02
2.954594970203913373e+00,3.127475570364446344e-01
-1.624191486473350654e+00,-2.288723891382379971e+00
3.150948560004700916e+00,1.167393836284422448e-01
3.144761799044051287e+00,4.697040013237442357e-01
2.679597491131777698e+00,2.616734558128782084e-01
-1.344581736419535156e+00,-2.851169045541827707e+00
4.246431183728868186e-01,-2.812553853560667005e-01
-6.266798488483955598e-01,-1.450933560776380138e-01
-2.426939390564007315e+00,-2.654943941996685375e+00
4.462909373763839782e-01,-9.035127994387806005e-01
2.946811863369320328e+00,2.032467408425265298e-01
3.170595134655779024e+00,1.015678818440402947e-01
-2.192337217209767708e+00,-2.413738429732893653e+00
-1.182727748330241191e+00,1.759570928401362533e+00
-1.940733329525264894e+00,-1.551164317649500246e+00
3.069586134380696052e+00,6.968444796106298966e-01
-3.159201441478884376e-01,-1.982944868587673271e-01
-1.958319042295838530e+00,-1.671662706549603694e+00
-1.944106368884722214e+00,-2.359308968985410981e+00
-1.736140767440903954e+00,-2.270380282545851003e+00
2.850861510677450972e-01,1.727226097984626341e+00
3.301661909535796635e+00,3.584023356426576656e-01
2.900978928858385153e+00,1.304434430312567395e-01
3.236564271918764391e+00,3.574065913167907005e-01
2.779338763954447789e+00,2.116204936759395194e-01
2.888987970453678056e+00,2.888952972172655065e-02
1.843938947243755899e-01,-6.808383037659677672e-01
2.460366892728212740e+00,5.548511915441036724e-01
-1.973056869451273343e+00,-2.655073843218091145e+00
-1.776955126249074368e+00,-2.629921415891910197e+00
2.054458697284974544e+00,1.974573431702932202e+00
-1.803658438779313533e+00,-2.595774949124779685e+00
2.808812930230358607e+00,5.627358768555266177e-01
2.689580086656156777e+00,5.282158778605091642e-01
-7.988739734633547585e-01,-1.170121702056456048e+00
-2.153591075176588987e+00,-2.505401330098112833e+00
-1.904804436972001191e+00,-2.767821104130586907e+00
2.306383678427397665e+00,1.422081862516547668e-01
-2.184763816259626790e+00,-2.820770608775343025e+00
1.092559149864222645e+00,-1.117087849507967467e+00
-2.784290019844570363e+00,-2.764053576184176908e+00
-2.000793077637618378e+00,-2.772665684815814213e+00
-2.241662125931471738e+00,-2.602992556914757394e+00
3.245067225633896602e+00,4.410309344209504268e-01
-1.887468190815212221e+00,-2.085602884117885747e+00
3.155835813047549898e+00,2.455595139489026024e-01
5.590261592904510746e-01,5.354603177206442716e-02
3.399745635787496223e+00,1.792687558059727071e-01
-2.802954000074990848e+00,2.011811825214182559e+00
-2.255446431644768435e+00,-2.640045551525561418e+00
3.126915032876423695e+00,2.173267723512516403e-01
-2.401633622268433133e+00,-2.112875159999167085e+00
-2.155234604388093889e+00,-1.788047429134912880e+00
-4.641473472865734196e-01,-5.154831921973666020e-01
-1.290441832268859335e+00,1.292469480865179099e+00
1.210589939492125788e+00,2.255819985002577022e-01
3.204700813674083548e+00,1.459097335956552333e-01
2.996138571336085743e+00,4.174175094547432074e-01
3.344855293321704059e-01,-7.726685986030322750e-01
-2.848220719277998469e-01,8.256050611847362553e-02
-2.800690897306641336e+00,-2.166684607797300544e+00
3.066099422503785643e+00,3.818631716129800013e-01
-6.273327260096743796e-01,-1.421532684004454650e+00
3.125047645848964883e+00,3.339399721331600679e-01
-2.291376272287294569e+00,-3.122503287629883051e+00
4.769624292597299253e-01,3.281349257333097125e-01
-1.820514650762653286e+00,-2.637206709325731424e+00
3.392297340788619220e+00,2.560587291551542077e-01
-4.771457140183339024e-02,1.585520869331616955e+00
1.475513635599223772e+00,1.734353735868900959e-01
-2.628145877726498769e-01,-2.863658983517538004e-01
-1.278053669384779489e+00,-9.931501198905709482e-02
-9.114191011815991894e-01,-2.384142589056123196e+00
-1.229972264908521629e+00,-6.438120201479846649e-01
-2.401927129806898709e+00,-2.188654918065775501e+00
-1.815636958866837070e+00,-2.298000654243802288e+00
-1.016539236609666164e+00,-5.504673033984538444e-01
-1.535097419994099210e+00,-1.812440091526657415e+00
6.968037357631043927e-01,-7.426174796233848685e-01
-2.556403463507168627e+00,-2.777005427939204463e+00
7.485343710785016258e-01,2.654055739169064454e-01
5.123015398512590357e-01,3.658734055579691002e-01
-1.154800642587663129e+00,-9.025211101805058478e-01
2.865052450114493610e+00,3.564296580639233492e-01
-3.162346701991865405e+00,-2.974418352622138162e+00
3.050354434008622828e+00,5.660759373340054079e-01
-1.596817974659246575e+00,-1.704414512398140680e+00
-1.988606084406195462e+00,-1.657369432887906280e+00
-2.225004292118978544e+00,-3.034708352023527844e+00
-1.820626694686883207e+00,-2.547406140709855826e+00
2.749787626821367237e+00,5.079452194576151713e-01
3.042789209707262632e+00,4.246237374655524865e-01
3.127345642864265862e+00,5.393944289906154044e-01
-6.842015027417787387e-02,2.519606952625902951e-01
-2.114401475671542907e-01,-2.221884782172301731e-01
-1.661368051169587190e+00,-2.137405053349014317e+00
1.067850917612545025e+00,7.034690840221415886e-01
-2.406282487825189609e+00,-2.838782330558610845e+00
3.146610933846872626e+00,4.825539136296421172e-01
-2.482488010959964936e-02,-9.343634675460792405e-01
-1.956921516378923309e+00,-2.525108371182577027e+00
-1.628077156854066398e+00,1.038054945125360229e+00
-1.848488738017255661e+00,-2.771698832711884553e+00
-1.274632657257221746e+00,-2.345462924108179692e+00
1.486971723772289922e+00,9.074055512583617533e-01
2.929559696780923872e+00,4.157046349675041358e-02
-3.136540686069065664e+00,-2.805525092949816557e+00
-1.622917812727320497e+00,-2.634500459399903960e+00
-2.230026945674790095e+00,2.216619514040738093e+00
-1.876667224372910336e+00,-2.596025375960751891e+00
-1.599329420735706275e+00,-1.340730023465442455e+00
-1.545421053404178735e-01,-3.581126234446295742e-01
3.156746423447458039e+00,5.226226218917576216e-02
3.297403635769998509e+00,5.876774876868124942e-01
-1.837759942722007711e+00,-1.931974928105819833e+00
1.099745215567931624e-02,1.271290441741951271e+00
5.407798984914203855e-01,1.313461937782469009e-02
-1.405350001411691974e+00,-2.264809522032088740e+00
-1.877250803818911962e+00,-2.732249073593206123e+00
-1.225069084624267779e+00,1.083915119180857978e-01
3.064692225555575522e+00,3.362818140745530981e-01
-2.093225612415331671e+00,-2.486391556101797740e+00
-2.165047214224988359e+00,-2.542532962177448397e+00
3.328640751630906003e+00,-1.433802614099887185e-01
3.028712635718560087e+00,6.374655023023679812e-01
-2.674839095933023714e+00,-2.398826953265833950e+00
-1.857204555649998312e+00,-1.720453292973797899e+00
2.455795859839272843e+00,1.047497275580296039e+00
-2.617866772569961586e+00,-2.387748141204458108e+00
2.873347425488547380e+00,1.861567240446347637e-01
-1.844101111788554404e+00,9.607814177257033572e-01
1.163660562975937562e+00,3.736779534983410422e-01
2.268875426729115574e-01,-8.231373027331796433e-01
4.004635158062333825e-04,3.340442045817860195e-01
3.011730558165726102e+00,4.353569244872873556e-01
-1.971085077037308730e+00,-1.710030232060000044e+00
2.752683846993257522e+00,3.463427452196896073e-01
-2.329971355808205580e+00,-2.268134482730340906e+00
-9.069217648860168346e-01,-3.401180406546017859e-02
5.800012553382988267e-01,1.438609536947193623e+00
3.237730302777158009e+00,1.638788491192917640e-01
3.123137380948195929e+00,4.059797773197044712e-01
3.210024078714453388e+00,5.415741183496330935e-01
-1.708021349880015860e+00,-2.848635664323715400e+00
-2.110146419169258269e+00,-1.915151341048255018e+00
3.174166893823247904e+00,5.647721106097817190e-01
3.063635448398607242e+00,6.102876184521944802e-01
2.907382822265335065e+00,8.501606012329002704e-01
3.144706690225571144e+00,2.952082355124499013e-01
-2.529834679788246721e+00,-2.249023058975637923e+00
-4.315168575764698200e-02,1.392123633353173018e+00
2.874969083269288905e+00,2.073745938472800199e-01
2.863357756617622485e+00,4.872006222934953668e-01
-2.135068755843851918e+00,-2.083761681387419795e+00
-2.330737893745657985e+00,-3.032794343127247494e+00
-2.548259325188755309e+00,-2.291553136916818278e+00
-1.570972201393215473e+00,-2.636673391254587440e+00
3.052205119677202649e+00,2.297287434365331005e-01
-6.264078210292420845e-01,-1.650830736894331796e+00
-2.003905685449109075e+00,-2.640005875576362460e+00
-1.788096504536061504e+00,-1.935174417308125117e+00
2.957005517304295061e+00,6.833339079469328281e-01
-9.328057349293053524e-02,1.652561654485575904e+00
3.376174991690239491e+00,1.136753492571397212e-01
1.163760410977228155e+00,1.241596968607037388e+00
-2.357808048674329804e+00,-2.564967660285252915e+00
5.506062155415061277e-01,1.703853166997387203e-01
-2.157108062724014452e+00,-3.217416019719993692e+00
2.730642855517208201e+00,4.702514957549396302e-01
-2.907820304331428130e+00,-3.188961382812393719e+00
-2.014962331656312333e+00,-2.777670500105865248e+00
-2.011147949064631332e-02,-1.200186692165963853e+00
6.917995862240348126e-01,9.242247470694121558e-01
2.955411777051448308e+00,3.318141817632698776e-01
2.956579422504381327e+00,3.821106463572046530e-01
-2.447424415714111401e+00,-3.275070772205728176e-01
-7.485895180734895016e-01,1.928398831993323626e+00
-2.075037292759939755e-01,-7.592527238198591988e-01
2.051801319150953429e+00,2.083793008178163875e-01
-2.018292177025224898e+00,-2.619398079026616699e+00
1.454618203804852294e+00,1.706091492628681039e-01
-2.292840406771009309e+00,-2.864957052658910541e+00
-8.062182628465115741e-02,1.363339163883199312e+00
3.143017627030926686e+00,2.715358075246147584e-01
-1.719716682583540157e+00,1.547703562511088426e+00
1.351663984581439992e+00,6.142945307232813290e-01
-1.869939925452023255e+00,1.601076007930895440e+00
2.680701884175149097e+00,4.739433147468817831e-01
-1.569944624919744847e+00,-2.604337635754624181e+00
1.942627125177284864e+00,-1.316616142525789401e+00
2.697912498409143822e+00,4.241929963512389712e-01
3.612704221952006467e+00,5.521073312834665625e-01
-2.223380346034748101e+00,-1.888814471716820709e+00
2.931510698494773859e+00,-1.510307396680315301e-02
2.770284929848127575e+00,2.162423082633883886e-01
-1.736403114358744171e+00,-2.441025237726934360e+00
-1.460954487556127335e+00,9.510016742556758745e-03
6.402365521987338770e-01,1.150489943459903186e+00
-2.375604455475853527e+00,-2.628770129946160772e+00
3.174761412106982039e+00,6.038165435406624981e-01
-1.396930752678187559e+00,-9.537211671209881378e-03
1.287110549170177975e+00,2.789004511329130853e+00
1.305099958012946093e+00,-2.721858337235592840e-02
2.822673300941779484e+00,4.188511918319786503e-02
3.355350287196485759e+00,4.893849084745807709e-01
2.952359014696818829e+00,4.814984474069512466e-01
2.667853565482704248e+00,4.279523080043408645e-01
6.642409627465831745e-01,-1.562393152908729266e-01
3.199444924407882418e+00,3.557342355533051337e-01
-1.846818925169400938e+00,-3.026666223148806623e+00
-2.405606576875854774e+00,-1.764616763457279802e+00
-1.920777409197270469e+00,-2.291219551375829777e+00
-2.290921100504611285e+00,-1.874892632621560695e+00
-1.686480293184841939e+00,-1.906843994924260377e+00
3.299482246146200559e+00,2.112754266703962269e-01
-2.710951301375317257e+00,-2.485450720264251956e+00
-4.749450232307580455e-01,-1.327147844670788224e-01
7.854109182165662784e-01,1.379696549287980911e-01
3.087437135378671371e+00,5.682066939213289425e-01
